mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_rgba,from_tile,to_tile,segment,biome,rationale
681,461,-16512,-34432,-16384,-34304,0/0/33/255,0/0/30/255,T033,T030,S0001,forodwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1317,2112,64896,176896,65024,177024,0/1/254/255,0/2/0/255,T510,T512,S1106,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1318,2114,65024,177152,65152,177280,0/2/0/255,0/1/254/255,T512,T510,S1107,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1318,2115,65024,177280,65152,177408,0/2/0/255,0/1/254/255,T512,T510,S1107,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1318,2116,65024,177408,65152,177536,0/2/0/255,0/1/254/255,T512,T510,S1107,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1318,2117,65024,177536,65152,177664,0/2/0/255,0/1/254/255,T512,T510,S1107,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1318,2118,65024,177664,65152,177792,0/2/0/255,0/1/254/255,T512,T510,S1107,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1249,2126,56192,178688,56320,178816,0/2/0/255,0/2/11/255,T512,T523,S1108,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1250,2126,56320,178688,56448,178816,0/2/0/255,0/2/11/255,T512,T523,S1108,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1251,2126,56448,178688,56576,178816,0/2/0/255,0/2/11/255,T512,T523,S1108,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1252,2126,56576,178688,56704,178816,0/2/0/255,0/2/11/255,T512,T523,S1108,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1253,2126,56704,178688,56832,178816,0/2/0/255,0/2/11/255,T512,T523,S1108,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1253,2127,56704,178816,56832,178944,0/2/0/255,0/2/11/255,T512,T523,S1108,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1255,2129,56960,179072,57088,179200,0/2/11/255,0/2/0/255,T523,T512,S1109,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1257,2130,57216,179200,57344,179328,0/2/0/255,0/2/11/255,T512,T523,S1110,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1258,2130,57344,179200,57472,179328,0/2/0/255,0/2/11/255,T512,T523,S1110,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1259,2130,57472,179200,57600,179328,0/2/0/255,0/2/11/255,T512,T523,S1110,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1262,2131,57856,179328,57984,179456,0/2/11/255,0/2/0/255,T523,T512,S1111,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1263,2131,57984,179328,58112,179456,0/2/11/255,0/2/0/255,T523,T512,S1111,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1266,2132,58368,179456,58496,179584,0/2/0/255,0/2/11/255,T512,T523,S1112,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1318,2132,65024,179456,65152,179584,0/2/0/255,0/1/254/255,T512,T510,S1113,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1268,2133,58624,179584,58752,179712,0/2/0/255,0/2/11/255,T512,T523,S1114,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1318,2133,65024,179584,65152,179712,0/2/0/255,0/1/254/255,T512,T510,S1113,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1318,2134,65024,179712,65152,179840,0/2/0/255,0/1/254/255,T512,T510,S1113,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1318,2135,65024,179840,65152,179968,0/2/0/255,0/1/254/255,T512,T510,S1113,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1269,2136,58752,179968,58880,180096,0/2/0/255,0/2/11/255,T512,T523,S1115,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1268,2137,58624,180096,58752,180224,0/2/0/255,0/2/11/255,T512,T523,S1115,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1319,2137,65152,180096,65280,180224,0/2/0/255,0/1/254/255,T512,T510,S1116,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1266,2138,58368,180224,58496,180352,0/2/0/255,0/2/11/255,T512,T523,S1117,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1320,2138,65280,180224,65408,180352,0/2/0/255,0/1/254/255,T512,T510,S1116,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1265,2139,58240,180352,58368,180480,0/2/0/255,0/2/11/255,T512,T523,S1117,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1265,2142,58240,180736,58368,180864,0/2/0/255,0/2/11/255,T512,T523,S1118,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1323,2143,65664,180864,65792,180992,0/2/0/255,0/1/254/255,T512,T510,S1119,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1269,2147,58752,181376,58880,181504,0/2/0/255,0/2/11/255,T512,T523,S1120,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1270,2148,58880,181504,59008,181632,0/2/0/255,0/2/11/255,T512,T523,S1120,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1361,2149,70528,181632,70656,181760,0/1/254/255,0/2/0/255,T510,T512,S1121,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1356,2150,69888,181760,70016,181888,0/1/254/255,0/2/0/255,T510,T512,S1122,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1363,2150,70784,181760,70912,181888,0/1/254/255,0/2/0/255,T510,T512,S1123,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1331,2151,66688,181888,66816,182016,0/2/0/255,0/1/254/255,T512,T510,S1124,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1356,2151,69888,181888,70016,182016,0/1/254/255,0/2/0/255,T510,T512,S1122,farHaradAridHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1355,2153,69760,182144,69888,182272,0/2/0/255,0/1/254/255,T512,T510,S1125,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1278,2156,59904,182528,60032,182656,0/2/0/255,0/2/11/255,T512,T523,S1126,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1280,2157,60160,182656,60288,182784,0/2/0/255,0/2/11/255,T512,T523,S1127,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1354,2157,69632,182656,69760,182784,0/2/0/255,0/1/254/255,T512,T510,S1128,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1353,2158,69504,182784,69632,182912,0/2/0/255,0/1/254/255,T512,T510,S1128,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1340,2159,67840,182912,67968,183040,0/2/0/255,0/1/254/255,T512,T510,S1129,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1341,2159,67968,182912,68096,183040,0/2/0/255,0/1/254/255,T512,T510,S1129,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1342,2159,68096,182912,68224,183040,0/2/0/255,0/1/254/255,T512,T510,S1129,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1343,2159,68224,182912,68352,183040,0/2/0/255,0/1/254/255,T512,T510,S1129,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1353,2159,69504,182912,69632,183040,0/2/0/255,0/1/254/255,T512,T510,S1128,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1281,2160,60288,183040,60416,183168,0/2/0/255,0/2/11/255,T512,T523,S1130,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1345,2160,68480,183040,68608,183168,0/2/0/255,0/1/254/255,T512,T510,S1131,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1346,2160,68608,183040,68736,183168,0/2/0/255,0/1/254/255,T512,T510,S1131,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1347,2160,68736,183040,68864,183168,0/2/0/255,0/1/254/255,T512,T510,S1131,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1348,2160,68864,183040,68992,183168,0/2/0/255,0/1/254/255,T512,T510,S1131,farHaradArid,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
